Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
5486	13245			antiquités égyptiennes																												Ägyptische Altertümer(de)	antichità egizie(it)	antigüedades egipcias(es)	Egyptian antiquities(en)	Egyptische antiquiteiten(nl)	حضارات مصرية قديمة(ar)				
5487	13242			antiquités grecques																												antichità greche(it)	antigüedades griegas(es)	Greek antiquities(en)	Griechische Altertümer(de)	Griekse antiquiteiten(nl)	حضارات إغريقية(ar)	Regroupe des ouvrages généraux sur les monuments et objets de la civilisation grecque. Terme à éviter (BL)			
5488	13243			antiquités orientales																												antichità orientale(it)	antigüedades orientales(es)	Oosterse antiquiteiten(nl)	Oriental antiquities(en)	Vorderasiatische  Altertümer(de)	حضارات الشرق القديم(ar)	Terme à éviter. Généralités sur les monuments et objets des civilisations orientales (BL)			
5489	13244			antiquités romaines																												antichità romane(it)	antigüedades romanas(es)	Roman antiquities(en)	Romeinse antiquiteiten(nl)	Römische Altertümer(de)	حضارات رومانية(ar)	Terme à éviter. Généralités sur les monuments et objets de la civilisation romaine (BL)			
5490	13371		art (conception)									art conception	réflexions sur l'art						esthétique	processus créatif												art (conception of)(en)	arte (concepción)(es)	arte (concezione)(it)	kunst (conceptie)(nl)	Kunst (Konzeption)(de)	(فن (مفهوم(ar)				
5491	14140			courant artistique																												artistic movement(en)	corriente artística(es)	kunstbeweging(nl)	Kunstbewegung(de)	movimento artistico(it)	مذهب فني(ar)				
5492	16722				réalisme																											realism(en)	realisme(nl)	realismo(es)	realismo(it)	Realismus(de)	واقعي(ar)				
5493	17153				surréalisme																											surrealism(en)	surrealisme(nl)	surrealismo(es)	surrealismo(it)	Surrealismus(de)	سريالي(ar)				
5494	16021			origine de l'art																												Anfänge der Kunst(de)	oorsprong van de kunst(nl)	origen del arte(es)	origine dell'arte(it)	origins of art(en)	أصل الفن(ar)				
5495	17033			statut de l'oeuvre																												estatus de la obra(es)	Kunstwerkstatus(de)	staat van een kunstwerk(nl)	status of a work of art(en)	statuto dell'opera(it)	حالة العمل الفني(ar)				
5496	14094				copie														imitation													copia(es)	copia(it)	copy(en)	kopie(nl)	Kopie(de)	نسخة(ar)	Réplique d'objets, par les Anciens, pas obligatoirement dans la même matière ni du même format que l'original (BL). Pour les copies récentes, employer reconstitution.			
5497	14087					contrefaçon													faux	imitation	monnaie											contraffazione(it)	counterfeit(en)	Fälschung(de)	falsiificación(es)	vervalsing (praktijk)(nl)	مُزوّر(ar)	Reproduction frauduleuse d'une oeuvre (Lar.)			
5498	14095					copie romaine																										copia romana(es)	copia romana(it)	Roman copy(en)	Romeinse kopie(nl)	römische Kopie(de)	نسخة رومانية(ar)				
5499	151112					fac-similé																										facsímil(es)	facsimile(en)	facsimile(it)	facsimile(nl)	Faksimile(de)		Copie ou reproduction d'un livre, manuscrit, dessin, œuvre d'art ou autre élément à valeur historique, qui est aussi identique que possible à la source originale, en utilisant, en général, un procédé photographique. (d'après Wikipédia)			
5500	14719				faux														contrefaçon	vrai/faux												fake(en)	falso(es)	falso(it)	Kunstfälschung(de)	vervalsing (object)(nl)	مُزيَّف(ar)	Imitation frauduleuse (Lar.)			
5501	15693				modèle																											model(nl)	Modell(de)	modello(it)	modelo(es)	model (object of imitation)(en)	نموذج(ar)				
5502	13372		art (style)									art style																				arte (estilo)(es)	arte (stile)(it)	art (style)(en)	kunst (stijl)(nl)	Kunst (Stil)(de)	(فن (طراز(ar)				
5503	26938			art bouddhique																												arte buddista(it)	arte budista(es)	Boeddhistische kunst(nl)	buddhist art(en)	Buddhistische Kunst(de)	فن بوذي(ar)				
5504	13373			art byzantin																												arte bizantina(it)	arte bizantino(es)	Byzantijnse kunst(nl)	Byzantine art(en)	Byzantinische Kunst(de)	فن بيزنطي(ar)				
5505	13374			art celte								art celtique																				arte celta(es)	arte celtica(it)	Celtic art(en)	Keltische kunst(nl)	Keltische Kunst(de)	فن سلتي(ar)				
5506	13375			art chrétien																												arte cristiana(it)	arte cristiano(es)	christelijke kunst(nl)	Christian art(en)	Christliche Kunst(de)	فن مسيحي(ar)				
5507	13379				art gothique																											arte gotica(it)	arte gótico(es)	Gothic art(en)	gotische kunst(nl)	Kunst der Gotik(de)	فن قوطي(ar)				
5508	13390				art paléochrétien																											arte paleocristiana(it)	arte paleocristiano(es)	Early Christian art(en)	Frühchristliche Kunst(de)	vroegchristelijke kunst(nl)	فن مسيحي قديم(ar)				
5509	13398				art roman																											arte romanica(it)	arte romano(es)	romaanse kunst(nl)	Romanesque art(en)	Romanische Kunst(de)	فن روماني(ar)				
5510	13376			art chypriote																												arte chipriota(es)	arte cipriota(it)	Cypriot art(en)	Cypriotische kunst(nl)	Zypriotische Kunst(de)	فن قبرصي(ar)				
5511	13377			art copte																												arte copta(it)	arte copto(es)	Coptic art(en)	Koptische kunst(nl)	Koptische Kunst(de)	فن قبطي(ar)				
5512	150522			art des steppes																												فن السهوب(ar)									
5513	151115				art scythe																											Scythian art(en)									
5514	13404			art égéen																												Aegean art(en)	Ägäische Kunst(de)	arte egea(it)	arte egeo(es)	Egeïsche kunst(nl)	فن إيجي(ar)				
5515	150082				art cycladique																											فن سيكلادي(ar)						Art rattachée à la civilisation des Cyclades florissante entre approximativement 3300 et 2000 av. J.-C. dans les îles du même nom.			
5516	13386				art minoen																											arte minoica(it)	arte minoico(es)	Minoan art(en)	Minoische Kunst(de)	Minoïsche kunst(nl)	فن مينوي(ar)				
5517	13388				art mycénien							mycénien (art)																				arte micenea(it)	arte micénico(es)	Myceense kunst(nl)	Mycenaean art(en)	Mykenische Kunst(de)	فن ميسيني(ar)				
5518	13403			art égyptien															statue-cube													Ägyptische Kunst(de)	arte egipcio(es)	arte egizia(it)	Egyptian art(en)	Egyptische kunst(nl)	فن مصري(ar)				
5519	13405			art étrusque																												arte etrusca(it)	arte etrusco(es)	Etruscan art(en)	Etruskische kunst(nl)	Etruskische Kunst(de)	فن إتروسكي(ar)				
5520	13378			art funéraire															mort													arte funeraria(it)	arte funerario(es)	funerary art(en)	Grabkunst(de)	grafkunst(nl)	فن جنائزي(ar)				
5521	13380			art grec								art antique	canon grec	esthétique grecque																		arte greca(it)	arte griego(es)	Greek art(en)	Griechische Kunst(de)	Griekse kunst(nl)	فن إغريقي(ar)				
5522	13381			art hellénistique																												arte ellenistica(it)	arte helenístico(es)	Hellenistic art(en)	Hellenistische kunst(nl)	Hellenistische Kunst(de)	فن هلينستي(ar)				
5523	13382			art ibérique																												arte iberica(it)	arte ibérico(es)	Iberian art(en)	Iberische kunst(nl)	Iberische Kunst(de)	فن إيبيري(ar)				
5524	13383			art islamique																												arte islamica(it)	arte islámico(es)	Islamic art(en)	Islamische Kunst(de)	islamitische kunst(nl)	فن إسلامي(ar)				
5525	13384			art levantin																												arte del Levante spagnolo(it)	arte levantino(es)	Levante-Kunst(de)	Levantijnse kunst(nl)	Levantine art(en)	فن مشرقي(ar)	Art rupestre du bassin méditerranéen de la péninsule Ibérique (10 000 et 6 500 ans av. J.-C.)			
5526	13393			art phénicien																												arte fenicia(it)	arte fenicio(es)	Fenicische kunst(nl)	Phoenician art(en)	Phönizische Kunst(de)	فن فينيقي(ar)				
5527	13395			art préhistorique																												arte prehistórico(es)	arte preistorica(it)	Prähistorische Kunst(de)	prehistoric art(en)	prehistorische kunst(nl)	فن ماقبل تاريخي(ar)				
5528	13391				art paléolithique																											arte paleolitica(it)	arte paleolítico(es)	palaeolithic art(en)	Paläolithische Kunst(de)	paleolithische kunst(nl)	فن الباليوليت(ar)				
5529	13394				art postglaciaire																											arte postglaciar(es)	arte postpaleolitica(it)	Nacheiszeitliche Kunst(de)	postglacial art(en)	postglaciale kunst(nl)	فن نهاية العصر الجليدي(ar)				
5530	16839				art schématique																											esquematismo(es)	schematism(en)	schematisme(nl)	schematismo(it)	Schematismus(de)	تجريدي(ar)				
5531	36456			art premier								art primitif																				arte indígena(es)	primitieve kunst(nl)	tribal art(en)	فن بدائي(ar)			Production artistique des sociétés dites « traditionnelles », « sans écriture » ou « primitives ». (Wikipédia)			
5532	25939			art protohistorique																												arte protohistórico(es)	arte protostorica(it)	Frühgeschichtliche Kunst(de)	protohistoric art(en)	protohistorische kunst(nl)	فن فجر التاريخ (ar)				
5533	13396			art punique																												arte punica(it)	art púnico(es)	Punic art(en)	Punische kunst(nl)	Punische Kunst(de)	فن قرطاجي(ar)				
5534	13397			art romain																												arte romana(it)	arte romano(es)	Roman art(en)	Romeinse kunst(nl)	Römische Kunst(de)	فن روماني(ar)				
5535	13402			art wisigothique																												arte visigota(it)	arte visigótico(es)	Visigothic art(en)	Visigothische kunst(nl)	Westgotische Kunst(de)	فن القوط الغربيون(ar)				
5536	13387		art mobilier																													arte mobiliare(it)	arte mueble(es)	Kleinkunst(de)	mobiele kunst(nl)	portable art(en)	فن متاعي(ar)	Dans le cadre de l'étude de l'art préhistorique désigne l'ensemble de la production par l'homme d'œuvres d'art sur objets de dimensions limitées, donc mobiles ou déplaçables, se distinguant ainsi de l'art pariétal et de l'art rupestre. (d'après Wikipédia)	N'utiliser que dans un contexte préhistorique. (ES)		
5537	13401			art sur dalle																												arte en azulejo(es)	engraved and painted stone slabs(en)	piastrina decorata(it)	Steinplattenkunst(de)	tegelkunst(nl)	فن اللوحات الحجرية(ar)				
